name
"A Christmas Carol,Should've Been Romeo,Jeff, Who Lives at Home,Flying By,Me You and Five Bucks,1982,The Mudge Boy,Charlie St. Cloud,Gran Torino,How to Fall in Love,Copying Beethoven,Khumba,Interview with the Assassin,The R.M.,Last Orders,Nine,The Family Man,All Is Lost,Jingle All the Way,The Legend of Hercules,The Truman Show,Cavite,The Adventures of Elmo in Grouchland,Alfie,Multiplicity"
"Jupiter Ascending,Man of Steel,The Matrix Revolutions,Red Planet,Sherlock Holmes: A Game of Shadows,Charlie and the Chocolate Factory,Interstellar,Battlefield Earth,Ender's Game,The Matrix,The Lego Movie,Sea Rex 3D: Journey to a Prehistoric World,The Matrix Reloaded,Space Cowboys,Green Lantern,Small Soldiers,The Invasion,Speed Racer,Cats & Dogs,The Scorpion King,Lost in Space,Sherlock Holmes,The Legend of Tarzan,A Sound of Thunder,Zathura: A Space Adventure"
"The Legend of Tarzan,A Sound of Thunder,Sahara,Dragonfly,I'm Not There.,Lucky You,Training Day,Coriolanus,Southland Tales,The Imaginarium of Doctor Parnassus,Walking Tall,Blackthorn,Charlie and the Chocolate Factory,The Wolverine,A Prairie Home Companion,A Walk on the Moon,Fifty Dead Men Walking,Bullet to the Head,Butterfly on a Wheel,The 51st State,Three Kingdoms: Resurrection of the Dragon,Zoolander,City Island,Dark Shadows,AVP: Alien vs. Predator"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe,The Chronicles of Narnia: Prince Caspian,The Wizard of Oz,Hocus Pocus,Oz: The Great and Powerful,The Craft,The Huntsman: Winter's War,The Last Witch Hunter,Into the Woods,Hansel & Gretel: Witch Hunters,Warlock,The Witch,A Simple Wish,Dogma,Harry Potter and the Chamber of Secrets,Race to Witch Mountain,Maleficent,The Lion of Judah,The Lion King,The 13th Warrior,Return to Never Land,A Bug's Life,Hansel and Gretel Get Baked,The Sisterhood of Night,Nurse 3-D"
"X-Men: Apocalypse,X-Men: First Class,X-Men: The Last Stand,The Wolverine,X-Men,X-Men Origins: Wolverine,X-Men: Days of Future Past,X2,Deadpool,Independence Day: Resurgence,Victor Frankenstein,Fantastic Four,The League of Extraordinary Gentlemen,Devil's Due,Mr. Popper's Penguins,The Internship,Fat Albert,Rise of the Planet of the Apes,Superman,Batman,Batman,Dragonball Evolution,Doctor Dolittle,Waterworld,Hesher"
"The Dark Knight,Batman Begins,The Dark Knight Rises,Batman,Batman,Gangster's Paradise: Jerusalema,RockNRolla,Punisher: War Zone,Batman Forever,Lethal Weapon 4,Sherlock Holmes: A Game of Shadows,Raise the Titanic,The Yards,Superman,Timecop,The Godfather,Lord of War,Deadfall,Training Day,Disclosure,Sexy Beast,Romeo Must Die,The Death and Life of Bobby Z,The Glimmer Man,The Losers"
"Up,Inside Out,A Bug's Life,Rio,The Secret Life of Pets,Ice Age: Dawn of the Dinosaurs,Raising Helen,Megamind,Ice Age: Continental Drift,Madagascar,Bolt,Anomalisa,The Curse of the Were-Rabbit,Flushed Away,The Animal,Marley & Me,The Book of Life,Barnyard,Holy Motors,Sinbad: Legend of the Seven Seas,Memoirs of an Invisible Man,Valiant,Over the Hedge,The Truman Show,Spirit: Stallion of the Cimarron"
"Monsters vs Aliens,Titan A.E.,The Curse of the Were-Rabbit,Flushed Away,Home,Madagascar,Treasure Planet,Spirit: Stallion of the Cimarron,Impostor,Aliens in the Attic,Beowulf,Penguins of Madagascar,Independence Day,Barnyard,U.F.O.,Antz,Over the Hedge,Rio,Shrek the Third,Chicken Little,Space Chimps,Monsters University,The Croods,Atlantis: The Lost Empire,Planet 51"
"Iron Man,Iron Man 3,Iron Man 2,The Avengers,Avengers: Age of Ultron,Star Wars: Episode I - The Phantom Menace,Ant-Man,Captain America: The First Avenger,Captain America: Civil War,Thor: The Dark World,Thor,Guardians of the Galaxy,Spider-Man,The Toxic Avenger Part II,Superman,The Incredibles,Spider-Man 2,Superman III,Man of Steel,The Incredible Hulk,Spider-Man 3,The Helix... Loaded,X-Men,Hellboy II: The Golden Army,The Man"
"Hugo,The Mudge Boy,1982,The R.M.,The Amazing Spider-Man,All Is Lost,Little Boy,Interview with the Assassin,Copying Beethoven,Jeff, Who Lives at Home,Should've Been Romeo,Flying By,After Earth,Me You and Five Bucks,The Beastmaster,Dear Frankie,Commando,About Schmidt,The Young and Prodigious T.S. Spivet,The Midnight Meat Train,Boogeyman,The Legend of Hercules,Homefront,Nine,Kickboxer: Vengeance"
"Wild Wild West,The Man from U.N.C.L.E.,Wyatt Earp,The Assassination of Jesse James by the Coward Robert Ford,Suicide Squad,My Fellow Americans,The Internship,Poseidon,Ender's Game,Batman v Superman: Dawn of Justice,Osmosis Jones,Lone Survivor,Sahara,Max Payne,Back to the Future Part III,Letters from Iwo Jima,The Helix... Loaded,Gunless,See Spot Run,Wild Hogs,Ready to Rumble,X-Men: First Class,Eight Legged Freaks,Outbreak,X-Men: Days of Future Past"
"The Mummy: Tomb of the Dragon Emperor,The Kite Runner,Love Happens,Kung Fu Panda 3,Three Kingdoms: Resurrection of the Dragon,Furious 7,The Scorpion King,The Crow,The Last Emperor,Dungeons & Dragons: Wrath of the Dragon God,The Painted Veil,Coriolanus,American Hero,Dragonslayer,Mission: Impossible III,Eragon,Bronson,Rockaway,The Mummy Returns,White Noise,Anaconda,Alexander,Hellraiser,The Whole Ten Yards,The Adventurer: The Curse of the Midas Box"
"Suicide Squad,Batman v Superman: Dawn of Justice,The Spirit,Escape Plan,The Twilight Saga: New Moon,Max Payne,Percy Jackson: Sea of Monsters,RED 2,RED,The Twilight Saga: Breaking Dawn - Part 2,The Losers,Wild Wild West,Checkmate,The Place Beyond the Pines,Jupiter Ascending,Timecop,Eight Legged Freaks,Batman & Robin,The Lego Movie,Avatar,Steel,Gulliver's Travels,The Twilight Saga: Eclipse,Death Sentence,Kiss of the Dragon"
"Evan Almighty,Goosebumps,The Lego Movie,Despicable Me 2,Sausage Party,Ghostbusters,The Black Dahlia,Choke,Monster House,Minions,Jumping the Broom,The Rundown,A Sound of Thunder,The Smurfs,Annie,Did You Hear About the Morgans?,Envy,Percy Jackson & the Olympians: The Lightning Thief,Surf's Up,Night at the Museum: Battle of the Smithsonian,Fireproof,The Bounty Hunter,Machine Gun Preacher,Stuart Little 2,The Change-Up"
"Edge of Tomorrow,Aliens vs Predator: Requiem,Independence Day,The 5th Wave,Independence Daysaster,The Matrix Reloaded,Training Day,Timecop,The Invasion,Eight Legged Freaks,The Day the Earth Stood Still,We Were Soldiers,Mystic River,The Watch,The Darkest Hour,AVP: Alien vs. Predator,Valentine,Aliens in the Attic,The Matrix Revolutions,Battlefield Earth,Predator,Batman v Superman: Dawn of Justice,Three Kings,Red Planet,Avatar"
"Waterworld,X-Men: Apocalypse,Total Recall,Master and Commander: The Far Side of the World,The Scorpion King,King Kong,Fantastic Four,2012,All Is Lost,The Adventures of Tintin,The Rundown,Battleship,Oblivion,The Wolverine,Hesher,X-Men: First Class,The Last Airbender,X-Men Origins: Wolverine,The Count of Monte Cristo,Fortress,Pirates of the Caribbean: At World's End,Resident Evil: Apocalypse,Sanctum,Night at the Museum: Battle of the Smithsonian,After Earth"
"G.I. Joe: The Rise of Cobra,G.I. Joe: Retaliation,13 Hours: The Secret Soldiers of Benghazi,A Sound of Thunder,Jack Ryan: Shadow Recruit,I Spy,Deep Rising,Transcendence,Æon Flux,Lara Croft Tomb Raider: The Cradle of Life,Watchmen,Impostor,The One,The Adventures of Tintin,Victor Frankenstein,Bangkok Dangerous,Mighty Joe Young,Extreme Ops,Megiddo: The Omega Code 2,Project Almanac,Terminator 3: Rise of the Machines,Star Trek: The Motion Picture,The Devil's Tomb,Timecop,World Trade Center"
"Inside Out,Up,A Bug's Life,Over the Hedge,Pocahontas,Despicable Me 2,Raising Helen,Ice Age: Dawn of the Dinosaurs,Meet the Deedles,Synecdoche, New York,Fantasia,Madagascar,Bolt,The Nut Job,Fantasia 2000,The Princess and the Frog,Teacher's Pet,Barnyard,The Emperor's New Groove,Rio,Lilo & Stitch,The Secret Life of Pets,The New Guy,Toy Story 3,Dinosaur"
"The Jungle Book,The Jungle Book 2,Fantasia,Teacher's Pet,The Tigger Movie,Return to Never Land,Jungle Shuffle,The Adventures of Huck Finn,Pete's Dragon,Meet the Deedles,The Princess and the Frog,Mulan,Sausage Party,Saving Mr. Banks,Dinosaur,Goosebumps,Winnie the Pooh,Tuck Everlasting,The Hunchback of Notre Dame,Seabiscuit,Atlantis: The Lost Empire,Secretariat,The BFG,Pooh's Heffalump Movie,A Bug's Life"
"Iron Man 2,Ant-Man,The Animal,All Is Lost,Me You and Five Bucks,The Amazing Spider-Man,1982,Flying By,Blue Like Jazz,Should've Been Romeo,Copying Beethoven,The Truman Show,The Adventures of Elmo in Grouchland,The Ladies Man,Superman,Wild Target,Iron Man,Jeff, Who Lives at Home,The Incredibles,Multiplicity,Hellraiser,Thor,Apocalypto,I Origins,The Beastmaster"
"Snow White and the Huntsman,Snow White and the Seven Dwarfs,Mirror Mirror,The Huntsman: Winter's War,One Night with the King,Queen of the Damned,Alice in Wonderland,Conan the Destroyer,Marie Antoinette,Snow White: A Deadly Summer,The Queen,Snow Day,The King's Speech,Snow White: A Tale of Terror,White Noise,Cleopatra,Sydney White,The Magic Flute,The Chronicles of Narnia: The Voyage of the Dawn Treader,Queen Crab,Dragonslayer,White Noise 2: The Light,Forgetting Sarah Marshall,Star Wars: Episode I - The Phantom Menace,The Four Feathers"
"Maleficent,Roadside Romeo,Return to Never Land,Fantasia,Frozen,Tuck Everlasting,Cinderella,Bedtime Stories,Brave,The Adventures of Huck Finn,Winnie the Pooh,Dragonslayer,The Jungle Book,Mulan,Pocahontas,Teacher's Pet,The Lion King,The Princess and the Frog,DragonHeart,Oz: The Great and Powerful,Saving Mr. Banks,The Adventurer: The Curse of the Midas Box,Alice in Wonderland,The Lizzie McGuire Movie,The Emperor's New Groove"
"Dawn of the Planet of the Apes,Rise of the Planet of the Apes,The Maze Runner,Victor Frankenstein,Transcendence,Battle for the Planet of the Apes,Insurgent,Timecop,The Spirit,Checkmate,Maggie,The Book of Eli,White House Down,The Saint,Divergent,The Finest Hours,Ready to Rumble,Lord of War,The Lincoln Lawyer,Blindness,The Pacifier,Hesher,Death Sentence,Contagion,Wicked Blood"
"The Lovers,Flyboys,A Sound of Thunder,Virgin Territory,The Quiet American,Southland Tales,Around the World in 80 Days,Déjà Vu,A Good Day to Die Hard,Romeo + Juliet,Iris,Fifty Dead Men Walking,Kate & Leopold,Dragonball Evolution,Three Kingdoms: Resurrection of the Dragon,The Other End of the Line,Love Me Tender,Fantastic Four,Before Sunrise,Movie 43,Code 46,Alexander,Furious 7,The Imaginarium of Doctor Parnassus,Womb"
"47 Ronin,Sahara,Exodus: Gods and Kings,Conan the Barbarian,The Scorpion King,The Imaginarium of Doctor Parnassus,Night at the Museum: Battle of the Smithsonian,Extreme Ops,Jupiter Ascending,The Last Legion,Jackass 3D,A Sound of Thunder,The Musketeer,The Adventures of Tintin,King Kong,Southland Tales,Flyboys,127 Hours,The Adventures of Huck Finn,Three Kingdoms: Resurrection of the Dragon,The Finest Hours,Centurion,Night at the Museum: Secret of the Tomb,The Secret Life of Walter Mitty,Blackthorn"
"Captain America: The Winter Soldier,Captain America: The First Avenger,Captain America: Civil War,2016: Obama's America,Team America: World Police,Avengers: Age of Ultron,Iron Man,The Avengers,Sky Captain and the World of Tomorrow,Beavis and Butt-Head Do America,Iron Man 3,Thor,The Algerian,Saints and Soldiers,The Adventures of Tintin,Thor: The Dark World,The International,Ant-Man,Iron Man 2,20,000 Leagues Under the Sea,Pocketful of Miracles,Snakes on a Plane,Royal Kill,The Specials,Pirates of the Caribbean: On Stranger Tides"
"Shrek Forever After,Shrek the Third,Shrek 2,Flushed Away,Khumba,The Curse of the Were-Rabbit,Spirit: Stallion of the Cimarron,The Book of Life,Valiant,The Croods,Bolt,Puss in Boots,Cars 2,Penguins of Madagascar,The Legend of Hercules,The Peanuts Movie,Rio,Kung Fu Panda 3,The Tale of Despereaux,The Cookout,The Boxtrolls,Surf's Up,Toy Story 2,The Ant Bully,Frozen"
"Tomorrowland,The Adventures of Huck Finn,Shipwrecked,Treasure Planet,Fantasia,Lost in Space,Star Trek: The Motion Picture,Atlantis: The Lost Empire,Tuck Everlasting,The Jungle Book,Earth to Echo,Zathura: A Space Adventure,The Incredibles,Teacher's Pet,102 Dalmatians,Project Almanac,The Lizzie McGuire Movie,Monsters vs Aliens,Prince of Persia: The Sands of Time,Sky High,Race to Witch Mountain,Meet the Deedles,Pete's Dragon,Congo,Insidious: Chapter 2"
"Big Hero 6,Return to Never Land,Winnie the Pooh,Teacher's Pet,Chicken Little,Meet the Deedles,Fantasia,Atlantis: The Lost Empire,A Bug's Life,The Jungle Book 2,Dinosaur,Pocahontas,The Princess and the Frog,Frozen,Lilo & Stitch,The Adventures of Huck Finn,Tangled,102 Dalmatians,Cars 2,Mulan,Robots,WALL·E,Toy Story 3,Cars,Sky High"
"Wreck-It Ralph,Indie Game: The Movie,Finishing The Game,Gamer,Casino Royale,The Hunger Games,Spy Kids 3-D: Game Over,Nerve,Cars 2,Ripley's Game,Big Hero 6,Grandma's Boy,Pixels,Delgo,Rio,Chicken Little,Winnie the Pooh,The Hunger Games: Catching Fire,Million Dollar Arm,Murderball,The Greatest Game Ever Played,Saint John of Las Vegas,Stay Alive,Any Given Sunday,Monsters University"
"The Polar Express,The Croods,The Book of Life,A Christmas Story,Arthur Christmas,The Lion of Judah,The Brave Little Toaster,Flushed Away,Up,The Iron Giant,Jonah: A VeggieTales Movie,The Adventures of Pinocchio,Shipwrecked,Nicholas Nickleby,Alpha and Omega: The Legend of the Saw Tooth Cave,The Jungle Book,The Wiz,Inkheart,Madagascar,Cars,The Chronicles of Narnia: Prince Caspian,Astro Boy,Puss in Boots,Spirit: Stallion of the Cimarron,Bogus"
"Independence Day: Resurgence,Independence Day,The Day the Earth Stood Still,Avatar,Devil's Due,X-Men: Apocalypse,Predators,Victor Frankenstein,Fantastic Four,Conquest of the Planet of the Apes,Death Sentence,The Wolverine,X-Men: First Class,The Watch,Meet Dave,Lincoln,Aliens in the Attic,Chain Reaction,X-Men: Days of Future Past,Dragonball Evolution,Predator,Eragon,Alien,Gulliver's Travels,Kiss of the Dragon"
"How to Train Your Dragon,How to Train Your Dragon 2,Reign of Fire,Dungeons & Dragons: Wrath of the Dragon God,George and the Dragon,Dragonslayer,Kung Fu Panda 3,Kung Fu Panda 2,Pete's Dragon,Kung Fu Panda,Eragon,Mulan,Three Kingdoms: Resurrection of the Dragon,Shrek the Third,Flushed Away,Khumba,Beowulf,Shrek,A Bug's Life,How to Fall in Love,Highlander,The Curse of the Were-Rabbit,The Boxtrolls,Space Chimps,Madagascar"
"Terminator 3: Rise of the Machines,A Sound of Thunder,Terminator 2: Judgment Day,Terminator Salvation,Watchmen,The Matrix,The Terminator,Battlefield Earth,Surrogates,Highlander: Endgame,Jane Got a Gun,Deep Rising,The Black Dahlia,Catwoman,Daybreakers,Centurion,Basic Instinct 2,The Fourth Kind,The Mechanic,Looney Tunes: Back in Action,Fantastic Four,White Noise,Elysium,Impostor,Lucky You"
"Guardians of the Galaxy,Transformers: Revenge of the Fallen,Avengers: Age of Ultron,Captain America: Civil War,Orphan,TRON: Legacy,Iron Man,The One,Lost in Space,Iron Man 3,The Avengers,Transformers: Age of Extinction,Star Trek: The Motion Picture,Jungle Shuffle,Transformers: Dark of the Moon,Transformers,The Adventures of Huck Finn,Interstellar,Year One,Sunshine,Pan,Hollywood Homicide,The Indian in the Cupboard,30 Minutes or Less,MacGruber"
"Interstellar,Zathura: A Space Adventure,Star Trek: The Motion Picture,Silent Running,Extreme Ops,Space Cowboys,Lost in Space,Star Trek Beyond,Jupiter Ascending,Gattaca,Last Holiday,Sherlock Holmes: A Game of Shadows,Midnight Special,Duma,Sahara,Oblivion,Transformers: Dark of the Moon,Land of the Lost,Sausage Party,127 Hours,The Adventures of Huck Finn,Deep Impact,The Matrix Revolutions,Total Recall,2001: A Space Odyssey"
"Inception,Disclosure,Multiplicity,The Ant Bully,The Town,Lethal Weapon 4,American Sniper,Star Trek V: The Final Frontier,Commando,Maximum Risk,The Big Hit,The Adventures of Elmo in Grouchland,After Earth,12 Rounds,Big Trouble in Little China,Timecop,Disturbia,Kiss Kiss Bang Bang,The Score,Wild Target,Me You and Five Bucks,Edge of Darkness,Gran Torino,Sherlock Holmes: A Game of Shadows,Fool's Gold"
"The Hobbit: An Unexpected Journey,The Hobbit: The Desolation of Smaug,The Hobbit: The Battle of the Five Armies,Journey to the Center of the Earth,The Lord of the Rings: The Fellowship of the Ring,Creed,Superman IV: The Quest for Peace,The Lord of the Rings: The Two Towers,San Andreas,127 Hours,The Lord of the Rings: The Return of the King,Eragon,Memoirs of an Invisible Man,Tycoon,Spawn,What's the Worst That Could Happen?,Seven Years in Tibet,Lady in the Water,Jack the Giant Slayer,Sherlock Holmes: A Game of Shadows,How to Train Your Dragon 2,Dungeons & Dragons: Wrath of the Dragon God,Harry Potter and the Chamber of Secrets,The Secret Life of Walter Mitty,Man of Steel"
"The Fast and the Furious,2 Fast 2 Furious,Fast Five,The Black Dahlia,S.W.A.T.,16 Blocks,A Sound of Thunder,Furious 7,The Big Lebowski,R.I.P.D.,The Skulls,Point Break,Stealth,22 Jump Street,Southland Tales,The Fast and the Furious: Tokyo Drift,Made in Dagenham,Big Momma's House 2,Evan Almighty,Headhunters,Battle: Los Angeles,Machete Kills,An Alan Smithee Film: Burn, Hollywood, Burn,Big Mommas: Like Father, Like Son,Not Another Teen Movie"
"The Curious Case of Benjamin Button,Congo,Winter's Tale,Zodiac,Lovely, Still,Signs,Mystic River,The Prestige,Disclosure,Shutter Island,Hereafter,Gossip,Lady in the Water,The Lake House,Code 46,Fatal Attraction,All Good Things,The Man Who Shot Liberty Valance,Jade,Sleepers,Mary Reilly,Phenomenon,Slumdog Millionaire,The Believer,The Longshots"
"X-Men: First Class,X-Men: The Last Stand,X-Men: Apocalypse,X-Men Origins: Wolverine,The Watch,Dragonball Evolution,The Wolverine,X-Men,Rise of the Planet of the Apes,Fantastic Four,X-Men: Days of Future Past,A Good Day to Die Hard,Parental Guidance,Fantastic 4: Rise of the Silver Surfer,Life of Pi,X2,Percy Jackson & the Olympians: The Lightning Thief,The Heat,Flyboys,Avatar,Gulliver's Travels,The Secret Life of Walter Mitty,Live Free or Die Hard,The League of Extraordinary Gentlemen,Eragon"
"The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 1,Mission: Impossible - Ghost Protocol,The Hunger Games: Catching Fire,Megiddo: The Omega Code 2,Black Hawk Down,Silent Trigger,War, Inc.,Olympus Has Fallen,Thunderbirds,Tears of the Sun,Force 10 from Navarone,Rambo III,Pacific Rim,Everest,300: Rise of an Empire,The Expendables 3,The Living Wake,Wild Wild West,Mad Max Beyond Thunderdome,Battle for the Planet of the Apes,Mission: Impossible - Rogue Nation,The Incredible Hulk,G.I. Joe: Retaliation,Timeline"
